20 11
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 15
0 1
1 1
1 1
1 1
1 1
1 1
1 1
1 1
1 1
1 1
1 1
1 1
2 1
2 1
2 1
2 1
2 1
2 1
2 1
2 1
2 1
2 1
2 16
3 1
3 1
3 1
3 1
3 2
3 1
3 1
3 1
3 1
3 1
3 1
4 3
4 1
4 1
4 1
4 1
4 1
4 1
4 1
4 1
4 1
4 1
5 1
5 1
5 1
5 1
5 4
5 1
5 1
5 1
5 1
5 1
5 1
6 1
6 1
6 1
6 1
6 5
6 1
6 1
6 1
6 1
6 1
6 1
7 1
7 1
7 1
7 6
7 1
7 19
7 1
7 1
7 1
7 1
7 1
8 7
8 1
8 1
8 1
8 1
8 1
8 1
8 1
8 1
8 1
8 1
9 1
9 1
9 1
9 1
9 1
9 1
9 1
9 1
9 8
9 1
9 1
10 1
10 1
10 1
10 1
10 1
10 9
10 1
10 1
10 1
10 1
10 1
11 1
11 1
11 1
11 1
11 1
11 1
11 1
11 1
11 10
11 1
11 1
12 1
12 1
12 1
12 1
12 1
12 11
12 1
12 1
12 1
12 1
12 1
13 1
13 12
13 1
13 1
13 1
13 1
13 1
13 1
13 1
13 1
13 1
14 1
14 1
14 13
14 1
14 1
14 1
14 1
14 1
14 1
14 1
14 1
15 1
15 1
15 1
15 1
15 1
15 1
15 14
15 1
15 1
15 1
15 1
16 1
16 1
16 1
16 1
16 1
16 1
16 1
16 1
16 1
16 1
16 1
17 1
17 1
17 1
17 1
17 3
17 1
17 1
17 1
17 1
17 1
17 1
18 1
18 1
18 1
18 17
18 1
18 1
18 1
18 1
18 1
18 1
18 1
19 1
19 1
19 1
19 1
19 1
19 1
19 1
19 1
19 18
19 1
19 1
